Target;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19
0;A;54;A;270;A;11;1;3;4;C;40000;164;417;87452.57267;2984;44355;0.1396;14.8643;0.4574
0;B;41;B;196;A;11;1;2;4;C;84000;146;883;124672.4994;2984;50220;0.2961;16.8298;0.6738
0;B;60;B;112;B;4;1;2;3;C;100000;206;860;131433.3607;2973;51108;0.2892;17.1907;0.7608
0;B;42;A;187;B;3;1;3;3;C;60000;144;676;126853.8083;2967;52927;0.2278;17.8386;0.473
0;B;59;A;74;A;12;1;1;4;C;40000;123;494;44259.8136;2961;26429;0.1667;8.9257;0.9038
0;B;32;A;83;B;5;1;1;3;C;80000;134;956;238030.9661;2958;88243;0.3231;29.832;0.3361
0;B;36;B;10;B;4;1;1;3;C;70000;122;753;109436.5482;2958;30573;0.2547;10.3357;0.6396
0;A;45;B;21;B;5;1;3;3;C;80000;225;699;109332.9832;2957;72437;0.2365;24.4968;0.7317
0;A;39;A;196;A;12;1;0;4;C;60000;188;613;112402.2707;2951;29778;0.2076;10.0908;0.5338
0;A;40;A;69;A;12;1;2;4;C;60000;127;744;138107.8418;2938;73300;0.2532;24.9489;0.4344
0;B;48;A;151;A;11;1;0;4;A;60000;124;673;136844.4614;2937;68691;0.2292;23.3882;0.4385
0;B;52;A;150;A;12;1;3;4;C;70000;191;612;85741.746;2936;39154;0.2084;13.3358;0.8164
0;A;35;A;30;A;12;2;2;4;C;56000;135;613;56564.50072;2932;24820;0.209;8.4652;0.99
0;B;48;A;239;A;11;1;1;4;C;60000;165;647;74464.78687;2924;52016;0.2212;17.7893;0.8057
0;A;43;B;119;A;12;1;3;4;C;80000;128;891;124248.3438;2908;59958;0.3062;20.6183;0.6439
0;B;52;A;119;A;11;1;3;4;C;60000;156;609;64384.71877;2903;65715;0.2097;22.6369;0.9319
0;B;34;A;122;B;5;1;1;3;C;140000;194;1105;218900.7108;2902;138308;0.3806;47.6595;0.6396
0;B;28;B;68;A;6;1;0;3;A;120000;156;1167;174408.822;2892;52960;0.4036;18.3126;0.688
0;B;41;A;12;B;5;1;3;3;C;138800;184;1382;330029.0727;2891;124303;0.4779;42.9965;0.4206
0;B;37;B;28;A;12;1;3;4;C;52000;132;603;97832.4533;2890;29113;0.2085;10.0737;0.5315
0;B;42;A;107;A;11;1;2;1;C;80000;225;638;128529.5506;2889;68084;0.2208;23.5666;0.6224
0;B;55;A;298;A;12;1;0;4;C;120000;155;1099;196503.2829;2884;54958;0.381;19.0562;0.6107
0;B;42;B;145;B;4;2;2;3;C;120000;212;1110;154956.7062;2879;73167;0.3856;25.414;0.7744
0;B;41;A;61;A;11;1;3;4;C;120000;150;1308;203657.8758;2876;111950;0.4549;38.9256;0.5892
0;B;37;B;136;A;12;1;0;4;A;60000;156;643;88222.51764;2868;47643;0.2241;16.6119;0.6801
0;B;43;B;76;A;12;1;3;4;C;108000;182;1058;196952.3408;2864;94763;0.3693;33.0876;0.5484
0;B;45;A;65;A;12;1;2;4;C;60000;155;641;162615.6255;2862;42526;0.224;14.8588;0.369
0;B;50;A;266;B;8;2;3;3;C;100000;198;947;125546.4629;2855;85513;0.3317;29.952;0.7965
0;B;44;A;152;B;1;1;4;3;C;60000;152;563;78188.26401;2849;37637;0.1977;13.2106;0.7674
0;B;46;A;249;A;11;1;3;3;C;60000;225;480;79325.30422;2845;60927;0.1688;21.4155;0.7564
0;B;54;C;89;B;9;2;0;3;A;136000;211;1286;160605.0428;2840;75906;0.4527;26.7275;0.8468
0;B;52;A;65;A;12;1;2;4;C;90000;182;884;179608.4036;2833;71799;0.3121;25.3438;0.5011
0;A;41;A;42;A;11;1;2;3;C;60000;137;634;82514.62352;2823;43531;0.2247;15.4201;0.7271
0;B;36;B;157;A;12;1;0;4;A;80000;228;650;82016.71256;2819;107138;0.2305;38.0057;0.9754
0;B;36;B;122;A;12;1;2;4;C;60000;156;647;102792.1139;2818;76138;0.2296;27.0185;0.5837
0;A;34;A;109;A;12;1;0;4;C;70000;227;654;74726.38347;2812;66200;0.2327;23.542;0.9368
0;B;34;A;92;A;11;1;2;4;C;36000;174;348;48044.76304;2805;40921;0.124;14.5886;0.7493
0;A;45;A;145;A;12;1;2;4;C;64000;215;584;98612.95101;2792;87698;0.2092;31.4105;0.649
0;B;39;A;58;B;9;1;0;3;A;140000;219;1023;149169.4471;2792;155209;0.3663;55.5906;0.9385
0;B;41;B;114;B;3;1;2;3;C;90000;209;772;157168.1754;2788;125230;0.2769;44.9175;0.5726
0;A;55;A;108;B;3;1;2;4;C;82000;189;700;128739.3344;2787;94643;0.2511;33.9587;0.6369
0;B;42;C;95;B;8;1;2;3;C;100000;184;1024;163837.4143;2779;109759;0.3684;39.4959;0.6104
0;B;44;C;69;B;5;1;3;3;C;70000;225;573;90551.95273;2776;93463;0.2063;33.6682;0.773
0;B;54;C;91;A;6;1;4;4;C;100000;187;983;151912.6474;2768;133014;0.3552;48.0542;0.6583
0;B;47;C;60;A;12;1;0;4;C;40000;137;464;72395.56531;2753;52134;0.1685;18.9372;0.5525
0;B;39;A;178;A;11;1;1;4;C;70000;155;720;98679.82733;2747;78677;0.2622;28.6411;0.7094
0;B;49;A;302;A;11;1;4;3;C;120000;144;1253;269083.5417;2745;125222;0.4564;45.6182;0.446
0;B;39;A;105;B;5;1;2;4;C;52000;136;605;81996.28293;2739;69751;0.2211;25.4659;0.6342
0;B;51;B;78;A;11;1;2;4;C;70000;207;676;102707.3464;2712;56580;0.2492;20.8628;0.6815
0;A;49;B;86;A;12;1;2;4;C;114000;197;1045;143090.1374;2707;50366;0.3859;18.6058;0.7967
0;B;57;B;105;A;12;1;3;4;C;50000;132;560;77137.97085;2699;31565;0.2075;11.6951;0.6482
0;B;35;B;109;B;8;1;2;4;C;100000;178;897;142062.0466;2699;75731;0.3323;28.0589;0.7039
0;B;40;A;110;B;1;1;1;4;C;60000;161;558;81108.15565;2694;67594;0.2072;25.0906;0.7398
0;A;47;B;157;A;12;1;2;4;C;60000;176;622;71035.12072;2692;29691;0.2309;11.0293;0.8447
0;B;36;A;100;A;11;1;1;4;C;120000;124;1297;242509.2576;2687;52732;0.4826;19.6249;0.4948
0;B;56;A;179;A;12;1;4;2;C;60000;209;516;68730.44972;2670;39496;0.1934;14.7925;0.873
0;B;45;B;;A;12;2;2;3;C;100000;224;893;140855.286;2660;97407;0.3357;36.6192;0.7099
0;B;41;A;153;A;11;2;3;1;C;60000;171;620;70562.27217;2660;67113;0.2329;25.2305;0.8503
0;A;40;C;158;A;12;1;2;4;C;100000;177;1018;135755.6729;2658;63357;0.3829;23.8363;0.7366
0;A;33;A;47;A;12;1;2;4;C;60000;199;592;92384.4683;2657;44258;0.2229;16.6571;0.6495
0;B;36;A;11;A;11;1;2;4;C;114000;142;1287;172961.8523;2647;103427;0.4863;39.0733;0.6591
0;A;61;A;303;A;12;1;1;4;C;40000;207;380;52533.22488;2639;42715;0.1441;16.1861;0.7614
0;B;55;B;114;B;8;1;3;4;C;90000;130;1067;189191.277;2637;44048;0.4048;16.7038;0.4757
0;A;43;B;195;A;11;1;2;4;C;80000;140;842;99906.74992;2625;87629;0.3209;33.3825;0.8007
0;A;37;B;183;A;12;1;4;4;C;80000;234;742;155666.2186;2624;64500;0.2829;24.5808;0.5139
0;B;33;A;9;A;12;1;0;4;A;149400;225;1117;298773.6995;2622;205966;0.426;78.553;0.5
0;B;37;B;97;A;12;1;2;4;C;40000;140;458;43740.54424;2621;42555;0.1749;16.2362;0.9145
0;B;40;A;80;B;3;1;0;3;C;128000;239;1017;161084.7101;2606;173659;0.3901;66.6381;0.7946
0;A;28;A;28;A;12;1;1;4;C;40000;182;384;63733.77369;2605;39849;0.1475;15.2971;0.6276
0;B;44;A;133;A;12;1;0;4;C;125200;230;984;244786.0806;2594;145795;0.3794;56.2047;0.5115
0;B;40;A;95;A;12;1;0;3;C;120000;149;1284;156551.2981;2587;138622;0.4962;53.5841;0.7665
0;B;58;A;191;A;12;1;2;4;C;60000;193;573;133082.8591;2581;57679;0.2219;22.3475;0.4508
0;B;42;A;193;A;12;1;2;4;C;60000;129;721;122469.2498;2576;63292;0.28;24.5699;0.4899
0;B;38;A;88;A;11;1;4;4;C;60000;178;500;114901.5364;2575;69301;0.194;26.913;0.5222
0;B;49;B;304;A;6;2;2;3;C;130000;174;1126;323585.5329;2573;144064;0.4376;55.9907;0.4017
0;B;38;B;191;A;12;1;2;4;C;110000;229;995;252485.925;2558;118163;0.389;46.1935;0.4357
0;A;57;B;350;A;12;1;1;4;C;110000;217;1012;127004.2168;2555;71224;0.3963;27.8763;0.8661
0;A;48;A;96;B;9;1;2;3;C;80000;177;776;173152.9153;2551;71642;0.3041;28.0839;0.462
0;A;51;C;120;A;11;1;3;4;C;60000;188;579;74704.63828;2548;83589;0.2272;32.8057;0.8032
0;B;30;C;9;A;12;1;1;4;C;120000;183;1154;181625.0664;2544;61190;0.4535;24.0527;0.6607
0;A;35;B;18;A;11;1;1;4;C;90000;219;835;173052.7717;2537;55265;0.329;21.7836;0.5201
0;B;49;B;41;A;12;1;3;4;C;90000;171;930;117766.8216;2525;102877;0.3683;40.7434;0.7642
0;B;42;B;171;B;9;1;3;3;C;60000;237;525;77241.80737;2524;25758;0.208;10.2052;0.7768
0;B;38;A;17;A;12;1;2;4;C;100000;202;829;144946.3273;2523;92631;0.3286;36.7146;0.6899
0;B;49;B;206;B;5;1;4;3;C;110000;166;1087;156370.6795;2519;55581;0.4315;22.0647;0.7035
0;B;28;A;37;A;12;1;0;4;A;60000;238;553;74599.74216;2518;52234;0.2195;20.7442;0.8043
0;B;49;C;179;A;11;1;1;4;C;70000;197;581;138297.1374;2514;43874;0.2312;17.4519;0.5062
0;B;72;C;74;A;7;1;3;3;C;40000;227;297;104140.2089;2509;51676;0.1185;20.5963;0.3841
0;B;52;B;270;B;5;1;3;3;C;80000;225;757;89229.29991;2507;95679;0.3018;38.1647;0.8966
0;B;33;A;98;A;11;1;2;4;C;92000;221;793;114248.557;2506;106678;0.3166;42.569;0.8053
0;B;32;B;77;B;8;1;2;4;C;80000;195;789;120485.5885;2505;34352;0.315;13.7134;0.664
0;B;32;B;150;A;11;1;0;4;C;80000;215;737;156764.2201;2498;42928;0.2951;17.1849;0.5103
0;B;44;A;199;B;8;1;2;4;C;90000;150;901;149625.0546;2491;105551;0.3619;42.3729;0.6015
0;B;32;A;80;A;11;1;0;4;A;60000;174;507;77801.78718;2487;70386;0.2038;28.3016;0.7712
0;B;40;A;73;A;12;1;2;4;C;60000;163;630;94448.636;2484;40181;0.2538;16.1759;0.6353
0;A;41;B;44;A;12;1;3;4;C;100000;240;874;119896.3454;2467;62253;0.3543;25.2343;0.8341
0;B;51;B;211;A;11;1;2;4;C;60000;219;565;75103.28333;2459;61704;0.2298;25.0931;0.7989
0;B;54;A;86;A;2;2;2;4;C;100000;207;847;148374.6142;2457;72847;0.3448;29.6488;0.674
0;B;35;A;88;A;11;1;1;4;C;60000;210;569;86001.10056;2453;44727;0.232;18.2336;0.6977
0;A;46;C;78;A;12;2;0;4;C;60000;229;538;143744.8295;2425;47779;0.2218;19.7027;0.4174
0;B;39;B;134;A;6;1;2;4;C;92000;205;883;183528.5492;2424;115867;0.3641;47.7999;0.5013
0;B;52;B;74;A;2;1;1;3;C;60000;221;552;126218.5061;2414;32729;0.2285;13.558;0.4754
0;A;30;A;71;A;11;1;1;4;C;73000;132;884;141560.0811;2412;60687;0.3667;25.1604;0.5157
0;B;32;C;42;A;2;1;1;3;C;60000;168;628;135153.3735;2408;44300;0.2606;18.397;0.4439
0;B;35;B;85;A;12;1;3;4;C;52000;132;602;63527.31384;2406;51168;0.2503;21.2668;0.8185
0;B;50;C;81;A;11;1;3;4;C;60000;186;483;81104.48927;2396;38588;0.2017;16.1052;0.7398
0;A;43;A;218;A;12;1;0;4;C;80000;172;851;97880.54559;2391;89185;0.3558;37.3003;0.8173
0;B;38;B;72;A;6;1;0;4;A;80000;166;836;87407.10043;2386;83915;0.3503;35.1697;0.9153
0;B;49;B;134;A;12;1;3;4;C;30000;192;297;59449.33721;2384;33825;0.1244;14.1883;0.5046
0;A;45;A;229;A;12;1;3;4;C;60000;183;496;103681.7848;2375;74507;0.2088;31.3714;0.5787
0;A;40;A;171;A;11;1;0;4;C;100000;159;1009;151206.0422;2361;55767;0.4274;23.6201;0.6613
0;B;46;A;38;A;12;2;4;1;C;30000;209;276;45692.23052;2352;26180;0.1175;11.131;0.6566
0;A;38;A;85;A;12;2;1;4;C;110000;205;913;179217.7654;2347;59517;0.389;25.3588;0.6138
0;B;43;A;262;B;3;1;3;3;C;120000;206;1155;187678.5791;2342;52332;0.4931;22.345;0.6394
0;A;33;A;4;A;12;1;0;4;A;96944;231;906;175446.3691;2337;49048;0.3875;20.9876;0.5526
0;A;32;A;65;A;12;1;2;4;C;50000;173;505;109675.195;2337;27246;0.2162;11.6585;0.4559
0;A;42;A;91;A;11;1;2;4;C;64000;186;610;184679.2865;2331;43368;0.2615;18.6049;0.3465
0;B;65;B;40;B;5;2;3;4;C;120000;192;1052;167482.1837;2331;117328;0.4511;50.3338;0.7165
0;B;50;C;174;B;5;1;4;3;C;60000;163;626;107505.4887;2324;59126;0.2692;25.4415;0.5581
0;A;32;A;32;A;12;1;1;4;C;90000;164;941;119082.9021;2317;40179;0.4061;17.341;0.7558
0;B;45;A;50;B;1;1;3;3;C;70000;142;801;175152.4246;2313;47091;0.3463;20.3593;0.3997
0;B;58;C;96;A;12;1;4;2;C;30000;217;284;38369.34819;2312;26891;0.1228;11.6311;0.7819
0;A;36;A;154;A;11;1;2;4;C;46690;137;467;102855.5081;2311;34203;0.202;14.8001;0.4539
0;B;46;A;31;A;12;2;4;1;C;28000;158;297;33808.38268;2306;37471;0.1289;16.2493;0.8282
0;B;53;A;148;A;6;1;2;3;C;60000;195;587;130767.9183;2302;48462;0.2548;21.0521;0.4588
0;B;32;B;70;B;1;1;0;3;A;60000;134;713;75292.97153;2302;30733;0.3099;13.3506;0.7969
0;B;42;A;264;B;5;1;3;3;C;60000;131;716;73532.64732;2300;56153;0.3113;24.4143;0.816
0;B;54;B;350;A;12;1;2;4;C;50000;182;498;75377.65393;2297;59841;0.2169;26.0518;0.6633
0;B;48;A;123;A;11;1;2;4;C;60000;166;564;88026.12087;2292;51188;0.246;22.3333;0.6816
0;B;52;A;85;A;12;1;5;4;C;50000;155;548;60249.5879399999;2290;24885;0.2395;10.8668;0.8299
0;B;36;A;85;B;8;1;3;3;C;80000;237;566;108275.8093;2289;63285;0.2472;27.6474;0.7389
0;A;58;B;;A;12;1;2;4;C;50000;191;482;127164.1586;2285;42045;0.2109;18.4004;0.3932
0;A;32;A;31;A;12;1;2;4;C;32000;158;309;67099.05341;2282;35758;0.1353;15.6696;0.4769
0;B;48;A;64;A;12;1;2;4;C;42000;136;502;63404.43224;2274;58305;0.2208;25.6398;0.6624
0;B;45;A;117;A;11;1;2;3;C;58000;184;597;64885.65052;2272;79848;0.2629;35.1444;0.8939
0;B;48;B;170;B;8;1;3;3;C;100000;142;1117;110210.8243;2271;54478;0.492;23.9886;0.9074
0;A;40;B;108;B;1;1;1;3;C;60000;217;558;61930.28603;2265;79237;0.2464;34.9832;0.9688
0;A;53;A;72;B;9;2;1;3;C;100000;142;1127;167108.804;2264;75490;0.498;33.3436;0.5984
0;A;36;C;15;A;12;1;3;4;C;60000;190;490;104611.8019;2260;37168;0.2166;16.446;0.5735
0;B;54;B;68;B;5;1;2;3;C;60000;202;588;66062.87164;2254;68973;0.2607;30.6003;0.9082
0;A;38;B;87;A;12;1;1;4;C;70000;148;783;103368.9036;2254;33431;0.3472;14.8319;0.6772
0;B;51;A;131;A;11;1;3;4;C;60000;223;550;96123.10849;2252;74992;0.2444;33.3002;0.6242
0;A;48;C;187;A;12;1;4;4;C;50000;130;593;60619.96533;2246;39197;0.2642;17.4519;0.8248
0;A;41;B;65;A;11;1;1;4;C;60000;146;619;77283.44442;2236;38517;0.2768;17.2258;0.7764
0;A;39;B;134;A;12;1;2;4;C;70000;170;633;110748.4191;2228;39418;0.2839;17.6921;0.6321
0;B;45;A;158;A;12;1;1;4;C;70000;196;666;124336.2549;2221;56113;0.3;25.2647;0.563
0;B;55;A;141;A;11;1;3;4;C;50000;130;514;134572.7589;2217;23485;0.2317;10.5931;0.3715
0;B;38;A;45;B;5;1;2;3;C;60000;152;603;138990.8381;2215;81173;0.2725;36.647;0.4317
0;B;38;B;20;B;3;1;2;3;C;50000;124;615;75368.37044;2201;49643;0.2795;22.5547;0.6634
0;B;51;B;310;A;12;1;3;4;C;40000;219;299;71968.15543;2200;54881;0.1359;24.9459;0.5558
0;A;50;A;258;A;12;1;3;4;C;28000;180;286;65909.66835;2195;18577;0.1301;8.4633;0.4248
0;A;30;A;38;A;11;1;0;4;A;90000;163;844;203670.5817;2189;42729;0.3857;19.5199;0.4419
0;B;35;A;99;A;11;1;1;4;C;84000;147;927;116954.8506;2188;73281;0.4237;33.4922;0.7182
0;B;52;A;12;A;12;1;2;4;C;40000;137;467;47554.3766;2186;36489;0.2135;16.6921;0.8411
0;A;43;B;56;A;12;1;2;4;C;69000;193;594;120482.5216;2181;91386;0.2723;41.901;0.5727
0;B;42;A;140;B;5;1;2;3;C;74000;133;864;181043.5675;2175;57770;0.3973;26.5609;0.4087
0;B;35;A;105;A;11;1;1;4;C;72000;148;790;119809.8606;2174;79844;0.3632;36.7268;0.601
0;B;45;B;127;A;12;1;2;4;C;34000;225;322;84123.48871;2173;15364;0.148;7.0704;0.4042
0;B;41;A;150;A;12;1;2;4;C;100000;162;1041;174596.529;2168;68796;0.4804;31.7325;0.5727
0;B;40;B;87;A;12;1;1;4;C;50000;133;562;105180.3905;2168;61780;0.2592;28.4963;0.4754
0;A;35;A;65;A;12;1;0;4;A;30000;198;273;86031.35531;2165;34211;0.1263;15.8018;0.3487
0;B;34;A;41;A;11;1;0;4;A;90000;172;845;131482.1536;2164;73849;0.3904;34.1262;0.6845
0;B;33;A;66;A;11;1;3;4;C;50000;232;449;105241.0091;2152;22817;0.2085;10.6027;0.4751
0;B;53;A;207;A;12;1;2;4;C;90000;236;811;127473.6055;2150;50319;0.3771;23.4042;0.706
0;A;38;B;182;A;12;1;2;4;C;30000;190;303;55236.45133;2150;14087;0.1409;6.5521;0.5431
0;B;44;A;191;A;11;1;3;4;C;44000;190;367;103943.9936;2148;41715;0.171;19.4204;0.4233
0;B;36;A;72;A;11;1;2;4;C;80000;133;956;106004.0805;2148;101492;0.4449;47.2495;0.7547
0;B;39;A;129;A;12;1;3;4;C;60000;234;527;107809.6645;2145;80003;0.2458;37.2974;0.5565
0;B;40;A;247;A;6;2;0;3;A;80000;152;769;159784.4826;2141;34708;0.3592;16.2111;0.5007
0;B;38;A;133;A;12;1;0;4;C;72000;158;776;136492.505;2139;83484;0.363;39.0295;0.5275
0;A;46;B;108;A;12;1;2;4;C;48000;233;367;108118.1314;2133;62766;0.1722;29.4262;0.444
0;A;42;A;120;B;4;1;0;4;C;82000;234;740;114981.0552;2131;40622;0.3472;19.0624;0.7132
0;A;40;A;82;A;12;1;1;4;C;28440;134;321;42958.07742;2127;39673;0.151;18.6521;0.662
0;B;54;A;120;A;11;1;3;4;C;70000;200;619;145379.8335;2111;45320;0.2931;21.4685;0.4815
0;B;42;A;264;B;5;1;3;3;C;80000;142;895;110450.7946;2107;39052;0.4247;18.5344;0.7243
0;B;54;B;307;B;1;1;3;4;C;40000;144;466;43399.16498;2106;16483;0.2212;7.8267;0.9217
0;B;53;C;278;B;5;1;2;4;C;100000;212;922;154636.9105;2103;70143;0.4384;33.3538;0.6467
0;A;34;A;108;A;12;1;2;4;C;80000;169;749;149600.6569;2103;77313;0.3561;36.7632;0.5348
0;B;44;A;169;B;8;1;2;4;C;60000;175;562;113499.7051;2100;57868;0.2678;27.5562;0.5286
0;B;35;B;162;B;5;2;1;3;C;40000;222;377;55335.23531;2099;27984;0.1798;13.3321;0.7229
0;B;44;A;141;A;11;1;2;4;C;50000;236;464;79911.64591;2090;23719;0.2221;11.3488;0.6257
0;B;41;B;20;A;11;1;2;4;C;40000;145;452;61898.27425;2090;50584;0.2163;24.2029;0.6462
0;B;40;A;62;A;11;2;2;4;C;80000;147;797;103139.0283;2070;70472;0.3851;34.0444;0.7757
0;A;37;B;61;B;4;2;1;3;C;70000;230;645;97868.182;2068;40883;0.3119;19.7693;0.7152
0;B;21;B;91;B;1;1;4;3;C;60000;135;639;104295.6872;2061;31278;0.3099;15.1761;0.5753
0;B;61;B;254;A;6;1;2;4;C;80000;218;752;140703.5266;2056;56062;0.3657;27.2675;0.5686
0;B;42;A;154;A;11;1;3;4;C;50000;232;368;111144.2181;2041;63282;0.1802;31.0054;0.4499
0;B;42;A;175;A;12;1;3;4;C;44000;129;506;101137.6955;2040;52398;0.2481;25.6853;0.4351
0;B;58;B;306;A;11;1;3;3;C;56000;142;581;67512.97407;2037;38880;0.2854;19.0869;0.8295
0;B;60;B;53;B;5;2;3;3;C;50000;221;452;58419.96559;2031;46916;0.2223;23.1;0.8559
0;A;41;B;165;A;12;1;3;4;C;60000;157;590;83537.50351;2029;72672;0.2907;35.8167;0.7182
0;A;42;B;68;A;12;1;0;4;A;40000;120;515;49210.44583;2027;27246;0.2541;13.4415;0.8128
0;B;40;C;82;A;12;1;3;4;C;24000;188;239;32018.82728;2027;17114;0.1179;8.443;0.7496
0;B;42;B;144;A;12;1;2;4;C;46000;157;413;76916.70656;2025;37272;0.204;18.4059;0.598
0;B;44;A;227;B;4;1;2;3;C;60000;207;491;88950.96053;2024;62423;0.2424;30.8414;0.6745
0;A;40;A;80;A;12;1;4;4;C;100000;224;938;179051.9785;2024;55786;0.4636;27.5623;0.5585
0;B;52;A;176;A;5;1;3;3;C;60000;206;574;119178.7173;2003;69480;0.2864;34.688;0.5034
0;B;34;B;129;A;7;1;3;4;C;40000;182;409;46494.37586;1998;47090;0.2049;23.5686;0.8603
0;B;41;C;97;A;12;2;0;3;C;60000;195;572;109758.4632;1983;38569;0.2883;19.4498;0.5467
0;B;52;B;89;B;8;1;3;3;C;60000;186;581;82440.58172;1983;30563;0.2932;15.4125;0.7278
0;A;43;B;111;B;1;1;2;3;C;100000;193;923;148987.5518;1980;94526;0.4659;47.7404;0.6712
0;B;44;A;145;B;9;1;2;3;C;120000;232;894;173686.4024;1971;77299;0.4538;39.2182;0.6909
0;A;38;B;70;A;12;1;2;4;C;60000;234;550;102096.7342;1966;64971;0.2797;33.0473;0.5877
0;B;45;B;117;A;5;1;3;3;C;60000;204;570;124046.6093;1964;32671;0.2905;16.6349;0.4837
0;B;36;B;149;B;5;2;2;3;C;70000;163;729;92974.53504;1963;38898;0.3716;19.8156;0.7529
0;B;36;B;123;A;12;1;1;4;C;50000;154;545;61634.74128;1960;29429;0.2778;15.0148;0.8112
0;A;50;A;23;A;11;1;4;4;C;110000;200;869;158069.4149;1955;68335;0.4445;34.954;0.6959
0;B;50;B;118;A;6;1;4;3;C;100000;227;720;210624.0358;1950;91438;0.3691;46.8913;0.4748
0;A;66;C;50;A;11;1;0;4;C;50000;160;541;64770.91395;1950;62677;0.2772;32.1421;0.772
0;A;42;A;72;A;11;1;1;4;C;30000;125;362;74775.32193;1950;12286;0.1857;6.3005;0.4012
0;B;56;B;75;A;12;1;2;4;C;80000;181;791;166246.6728;1949;103184;0.4058;52.942;0.4812
0;B;43;C;83;B;8;1;3;3;C;80000;135;875;99094.30622;1949;52222;0.4489;26.7943;0.8073
0;B;51;C;147;B;5;1;3;3;C;60000;212;522;98823.58621;1945;77700;0.2681;39.9486;0.6071
0;A;45;A;100;A;11;1;3;4;C;40000;194;393;59459.52565;1936;25182;0.2031;13.0072;0.6727
0;A;38;C;158;A;12;1;0;4;A;67000;208;640;127651.5469;1932;62879;0.3311;32.5461;0.5249
0;B;36;A;106;A;11;1;1;4;C;40000;168;427;92656.5339;1922;23205;0.2222;12.0734;0.4317
0;B;42;B;151;A;11;1;2;4;C;32000;218;253;37354.61682;1921;19389;0.1315;10.0932;0.8567
0;B;54;B;299;B;8;1;3;3;C;90000;180;932;97962.43812;1917;124119;0.486;64.7465;0.9187
0;B;34;B;56;A;12;1;0;3;A;20000;142;224;46308.07063;1915;19346;0.1172;10.1023;0.4319
0;A;35;B;58;A;12;1;2;4;C;60000;226;553;107597.268;1904;48110;0.2903;25.2679;0.5576
0;A;50;B;127;A;12;1;3;4;C;40000;226;320;95413.43031;1902;54063;0.1684;28.4243;0.4192
0;A;52;A;206;A;11;1;3;4;C;60000;172;610;100874.9503;1901;70030;0.3211;36.8385;0.5948
0;B;45;A;160;A;6;2;1;3;B;66000;175;686;106548.7146;1898;56333;0.3616;29.6802;0.6194
0;B;36;B;82;A;12;1;0;4;C;40000;159;365;56703.66445;1898;32131;0.1921;16.9289;0.7054
0;A;52;C;306;A;12;1;1;4;C;52000;131;572;114575.2244;1894;29487;0.3019;15.5686;0.4539
0;A;30;B;39;A;12;1;1;4;C;40000;122;496;68227.55314;1893;54999;0.2621;29.0539;0.5863
0;B;46;B;193;A;12;1;2;4;C;50000;172;514;68994.89429;1892;53340;0.2717;28.1924;0.7247
0;A;36;A;59;A;12;1;2;4;C;90000;182;922;118273.9485;1892;79430;0.4874;41.982;0.7609
0;B;56;B;177;A;12;1;4;4;C;60000;123;761;99992.17573;1888;77355;0.4031;40.9719;0.6
0;B;33;B;27;A;11;1;0;4;A;50000;145;482;66537.72596;1884;62573;0.2558;33.2128;0.7515
0;A;50;A;49;A;11;1;2;3;C;60000;166;634;76745.23202;1877;57929;0.3375;30.8625;0.7818
0;A;42;C;59;A;12;2;0;4;C;80000;194;692;173446.5439;1877;74886;0.3688;39.8966;0.4612
0;B;45;A;164;A;11;1;2;4;C;70000;217;669;131630.5236;1876;42891;0.3565;22.863;0.5318
0;A;44;C;131;A;11;1;1;4;C;40000;211;337;99490.84068;1875;22776;0.1799;12.1472;0.402
0;B;36;B;185;A;12;1;0;4;C;24000;165;227;28502.70687;1875;19253;0.1208;10.2683;0.842
0;B;43;B;91;A;11;1;1;4;C;60000;124;741;74926.91903;1858;32327;0.399;17.3988;0.8008
0;A;52;B;162;A;11;1;3;4;C;70000;182;703;172227.6772;1852;90368;0.3793;48.7948;0.4064
0;B;41;B;167;A;12;1;4;4;C;60000;211;575;73472.89073;1846;75505;0.3113;40.902;0.8166
0;A;32;A;38;A;12;1;1;4;C;50000;234;375;87519.08324;1843;64309;0.2037;34.8937;0.5713
0;B;40;B;203;A;12;2;2;4;C;30000;127;369;54348.34496;1836;12802;0.2008;6.9728;0.552
0;B;44;A;26;A;12;1;2;4;C;50000;238;413;83129.4805;1836;21985;0.2252;11.9744;0.6015
0;A;38;B;45;A;6;1;2;4;C;60000;178;568;77212.14228;1829;60492;0.3106;33.0738;0.7771
0;A;38;B;61;A;12;1;0;3;A;36000;188;359;49082.7639;1822;32670;0.1971;17.9308;0.7335
0;A;40;A;81;A;11;1;2;4;C;40000;158;431;49896.9219;1819;20317;0.2371;11.1693;0.8017
0;A;48;C;156;A;12;1;3;4;C;60000;183;606;99258.7905;1816;42825;0.3337;23.582;0.6045
0;B;43;A;68;A;12;1;3;4;C;56000;229;414;78754.47986;1814;77151;0.2283;42.5309;0.7111
0;B;50;A;64;A;12;1;0;4;C;50000;220;450;77717.24612;1810;58995;0.2484;32.5939;0.6434
0;B;56;C;16;A;12;1;0;4;C;60000;218;504;70329.63752;1803;38881;0.2796;21.5646;0.8531
0;A;46;C;196;A;12;1;2;4;C;60000;206;518;78244.48422;1795;32782;0.2884;18.263;0.7668
